"Time (EpSec)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
269248.830,7381.725309,0.005052,82.930,270.698,285.715,257.834,258.401
269323.358,7381.471769,0.005143,82.930,270.698,285.933,261.860,262.444
269400.946,7381.010337,0.005234,82.930,270.698,286.527,265.687,266.285
269478.485,7380.358473,0.005314,82.930,270.698,287.457,269.179,269.788
269555.977,7379.531308,0.005376,82.929,270.697,288.674,272.385,273.000
269633.435,7378.547759,0.005417,82.929,270.697,290.125,275.357,275.975
269710.874,7377.430220,0.005432,82.928,270.697,291.756,278.152,278.768
269788.296,7376.204218,0.005420,82.928,270.697,293.512,280.825,281.434
269865.660,7374.898741,0.005378,82.927,270.696,295.333,283.432,284.031
269943.080,7373.542758,0.005306,82.926,270.696,297.163,286.037,286.621
270020.548,7372.169060,0.005206,82.926,270.695,298.938,288.703,289.267
270098.065,7370.810520,0.005078,82.925,270.694,300.591,291.496,292.037
270175.617,7369.499489,0.004927,82.924,270.693,302.050,294.488,295.001
270253.250,7368.266862,0.004755,82.924,270.692,303.239,297.758,298.240
270330.915,7367.144544,0.004568,82.923,270.691,304.070,301.391,301.837
270408.488,7366.162715,0.004375,82.923,270.690,304.453,305.467,305.875
270485.985,7365.344878,0.004182,82.922,270.689,304.307,310.071,310.437
270563.394,7364.710137,0.003999,82.922,270.687,303.563,315.270,315.592
270640.721,7364.273130,0.003836,82.922,270.686,302.184,321.102,321.377
270717.991,7364.043855,0.003705,82.922,270.685,300.184,327.552,327.779
270795.209,7364.027277,0.003613,82.922,270.683,297.655,334.530,334.707
270872.351,7364.223567,0.003570,82.922,270.682,294.769,341.861,341.988
270949.477,7364.629345,0.003579,82.922,270.681,291.764,349.312,349.388
271026.588,7365.237036,0.003640,82.922,270.679,288.900,356.621,356.645
271103.686,7366.033493,0.003748,82.923,270.678,286.410,3.555,3.529
271180.766,7366.999560,0.003894,82.923,270.677,284.453,9.956,9.879
271257.838,7368.111225,0.004070,82.924,270.676,283.103,15.749,15.623
271334.909,7369.340554,0.004262,82.924,270.675,282.358,20.937,20.763
271411.976,7370.656756,0.004461,82.925,270.674,282.167,25.569,25.349
271489.059,7372.028328,0.004658,82.926,270.673,282.455,29.723,29.459
271566.201,7373.424117,0.004844,82.926,270.673,283.137,33.486,33.180
271643.419,7374.812043,0.005013,82.927,270.672,284.129,36.940,36.596
271720.707,7376.158571,0.005159,82.927,270.672,285.350,40.168,39.788
271798.091,7377.430511,0.005277,82.928,270.671,286.724,43.247,42.834
271875.472,7378.594253,0.005365,82.929,270.671,288.176,46.246,45.803
271952.766,7379.619699,0.005420,82.929,270.671,289.633,49.232,48.763
272030.006,7380.481938,0.005443,82.929,270.671,291.030,52.273,51.781
272107.205,7381.159735,0.005434,82.930,270.671,292.301,55.434,54.922
272184.373,7381.636737,0.005396,82.930,270.671,293.384,58.779,58.252
272261.529,7381.902039,0.005332,82.930,270.671,294.216,62.371,61.831
272338.513,7381.950569,0.005249,82.930,270.671,294.738,66.260,65.711
272415.694,7381.783492,0.005153,82.930,270.671,294.901,70.516,69.960
272492.922,7381.407196,0.005052,82.930,270.671,294.665,75.171,74.612
272570.212,7380.832879,0.004954,82.930,270.671,294.008,80.246,79.687
272647.554,7380.075276,0.004870,82.929,270.670,292.933,85.739,85.183
272724.947,7379.152742,0.004807,82.929,270.670,291.478,91.611,91.061
272802.416,7378.087661,0.004775,82.928,270.670,289.720,97.787,97.245
272879.986,7376.906238,0.004779,82.928,270.670,287.777,104.150,103.619
272957.658,7375.637445,0.004824,82.927,270.669,285.792,110.558,110.040
273035.431,7374.311586,0.004908,82.927,270.669,283.913,116.862,116.359
273113.324,7372.959457,0.005030,82.926,270.668,282.271,122.933,122.448
273191.355,7371.612263,0.005182,82.925,270.668,280.964,128.672,128.207
273269.525,7370.301252,0.005358,82.925,270.667,280.054,134.020,133.577
273347.846,7369.056819,0.005548,82.924,270.666,279.561,138.955,138.537
273426.355,7367.908120,0.005743,82.923,270.665,279.481,143.487,143.094
273504.900,7366.885180,0.005934,82.923,270.664,279.783,147.635,147.270
273583.431,7366.012931,0.006113,82.923,270.663,280.424,151.441,151.105
273661.951,7365.311467,0.006272,82.922,270.661,281.351,154.958,154.652
273740.458,7364.796535,0.006405,82.922,270.660,282.513,158.238,157.964
273818.952,7364.479246,0.006507,82.922,270.659,283.854,161.335,161.095
273897.435,7364.365963,0.006576,82.922,270.658,285.324,164.301,164.096
273965.404,7364.434181,0.006607,82.922,270.657,286.663,166.804,166.630
274034.286,7364.659307,0.006609,82.922,270.656,288.048,169.311,169.170
274112.749,7365.101616,0.006578,82.922,270.654,289.619,172.173,172.070
274191.193,7365.731530,0.006511,82.922,270.653,291.136,175.087,175.023
274269.621,7366.534124,0.006411,82.923,270.652,292.552,178.101,178.077
274348.037,7367.490655,0.006281,82.923,270.651,293.819,181.264,181.280
274426.446,7368.578916,0.006127,82.924,270.650,294.886,184.626,184.683
274504.844,7369.773266,0.005953,82.924,270.649,295.706,188.236,188.334
274583.228,7371.045210,0.005767,82.925,270.649,296.232,192.141,192.280
274661.603,7372.364520,0.005576,82.925,270.648,296.423,196.380,196.560
274739.982,7373.700335,0.005390,82.926,270.647,296.253,200.982,201.204
274818.378,7375.021780,0.005215,82.926,270.647,295.711,205.959,206.222
274896.806,7376.298367,0.005061,82.927,270.646,294.812,211.297,211.599
274975.288,7377.500371,0.004935,82.927,270.646,293.605,216.948,217.289
275053.789,7378.598498,0.004843,82.928,270.646,292.173,222.827,223.206
275132.130,7379.564279,0.004788,82.928,270.646,290.635,228.807,229.220
275210.329,7380.375681,0.004771,82.929,270.646,289.122,234.755,235.202
275288.405,7381.014116,0.004790,82.929,270.645,287.764,240.545,241.024
275366.372,7381.464208,0.004838,82.929,270.645,286.671,246.066,246.574
275444.235,7381.714133,0.004910,82.929,270.645,285.924,251.239,251.772
275521.774,7381.756857,0.004996,82.929,270.645,285.569,256.003,256.559
275599.451,7381.590804,0.005090,82.929,270.645,285.618,260.377,260.952
275677.061,7381.218963,0.005183,82.929,270.645,286.056,264.360,264.951
275754.614,7380.649523,0.005268,82.929,270.645,286.850,267.987,268.590
275832.117,7379.895210,0.005337,82.928,270.645,287.957,271.302,271.913
275909.580,7378.973250,0.005387,82.928,270.645,289.324,274.357,274.972
275987.016,7377.905104,0.005412,82.928,270.645,290.898,277.208,277.823
276064.432,7376.716021,0.005410,82.927,270.645,292.620,279.913,280.523
276141.834,7375.434517,0.005379,82.926,270.644,294.432,282.530,283.131
276219.255,7374.091546,0.005319,82.926,270.644,296.275,285.121,285.709
276296.706,7372.720375,0.005228,82.925,270.643,298.083,287.751,288.321
276374.219,7371.353921,0.005111,82.924,270.642,299.792,290.487,291.035
276451.782,7370.024020,0.004968,82.924,270.641,301.334,293.396,293.918
276529.387,7368.760398,0.004803,82.923,270.641,302.636,296.550,297.041
276607.084,7367.591378,0.004622,82.923,270.639,303.620,300.030,300.488
276684.662,7366.549207,0.004431,82.922,270.638,304.193,303.917,304.337
276762.163,7365.660658,0.004236,82.922,270.637,304.267,308.300,308.680
276839.609,7364.949004,0.004048,82.921,270.636,303.761,313.263,313.600
276916.990,7364.432373,0.003876,82.921,270.635,302.620,318.858,319.150
276994.300,7364.123039,0.003731,82.921,270.633,300.837,325.093,325.337
277071.548,7364.027576,0.003624,82.921,270.632,298.476,331.903,332.098
277148.743,7364.147149,0.003563,82.921,270.631,295.684,339.144,339.289
277225.890,7364.478006,0.003553,82.921,270.629,292.682,346.592,346.686
277303.004,7365.012091,0.003595,82.922,270.628,289.731,353.987,354.030
277380.097,7365.736990,0.003685,82.922,270.627,287.079,1.084,1.076
277457.172,7366.635542,0.003818,82.922,270.625,284.910,7.696,7.637
277534.237,7367.686179,0.003983,82.923,270.624,283.327,13.722,13.614
277611.311,7368.863569,0.004169,82.923,270.623,282.353,19.139,18.983
277688.395,7370.138578,0.004365,82.924,270.622,281.953,23.981,23.778
277765.476,7371.479244,0.004562,82.925,270.621,282.060,28.316,28.068
277842.573,7372.853603,0.004752,82.925,270.621,282.590,32.228,31.938
277919.742,7374.231366,0.004926,82.926,270.620,283.458,35.804,35.475
277997.017,7375.582369,0.005080,82.927,270.620,284.584,39.127,38.761
278074.387,7376.874836,0.005209,82.927,270.619,285.894,42.270,41.870
278151.844,7378.076509,0.005309,82.928,270.619,287.312,45.307,44.876
278229.185,7379.154190,0.005378,82.928,270.619,288.766,48.300,47.841
278306.442,7380.082491,0.005414,82.929,270.619,290.188,51.317,50.834
278383.662,7380.840027,0.005419,82.929,270.618,291.516,54.424,53.920
278460.867,7381.408143,0.005393,82.929,270.618,292.687,57.684,57.163
278538.052,7381.771220,0.005341,82.929,270.618,293.637,61.161,60.626
278601.242,7381.908179,0.005281,82.929,270.618,294.205,64.215,63.671
278665.352,7381.896682,0.005208,82.929,270.618,294.552,67.540,66.989
278740.798,7381.690646,0.005112,82.929,270.618,294.626,71.784,71.228
278818.025,7381.271925,0.005011,82.929,270.618,294.295,76.533,75.975
278895.311,7380.655878,0.004916,82.928,270.618,293.535,81.710,81.153
278972.659,7379.859914,0.004837,82.928,270.618,292.362,87.300,86.747
279050.082,7378.905062,0.004782,82.927,270.618,290.825,93.255,92.708
279127.595,7377.815259,0.004759,82.927,270.618,289.014,99.486,98.948
279205.197,7376.616742,0.004773,82.926,270.617,287.054,105.867,105.341
279282.888,7375.337531,0.004828,82.925,270.617,285.088,112.256,111.743
279360.689,7374.007147,0.004922,82.925,270.616,283.261,118.508,118.012
279438.617,7372.656615,0.005052,82.924,270.615,281.698,124.501,124.023
279516.671,7371.317832,0.005211,82.923,270.615,280.489,130.143,129.685
279594.862,7370.022383,0.005391,82.923,270.614,279.687,135.384,134.949
279673.231,7368.800839,0.005583,82.922,270.613,279.304,140.211,139.800
279751.808,7367.682553,0.005778,82.921,270.612,279.329,144.640,144.256
279830.363,7366.697296,0.005967,82.921,270.611,279.727,148.693,148.336
279908.897,7365.867317,0.006141,82.921,270.609,280.449,152.417,152.090
279987.410,7365.211054,0.006293,82.920,270.608,281.443,155.866,155.570
280065.909,7364.742722,0.006419,82.920,270.607,282.656,159.094,158.830
280144.399,7364.471877,0.006514,82.920,270.606,284.036,162.152,161.922
280222.876,7364.403428,0.006575,82.920,270.604,285.531,165.093,164.898
280301.343,7364.537897,0.006599,82.920,270.603,287.094,167.964,167.806
280379.802,7364.871426,0.006588,82.920,270.602,288.676,170.815,170.694
280458.274,7365.395992,0.006540,82.920,270.601,290.232,173.692,173.610
280536.696,7366.099304,0.006458,82.921,270.600,291.713,176.641,176.597
280615.114,7366.966843,0.006344,82.921,270.599,293.074,179.710,179.706
280693.536,7367.980404,0.006203,82.922,270.598,294.264,182.950,182.987
280771.948,7369.117120,0.006039,82.922,270.597,295.234,186.411,186.488
280850.343,7370.350016,0.005858,82.923,270.596,295.932,190.142,190.261
280928.734,7371.649477,0.005669,82.923,270.595,296.314,194.191,194.351
281007.121,7372.983940,0.005478,82.924,270.594,296.344,198.593,198.794
281085.497,7374.321116,0.005295,82.925,270.594,296.001,203.369,203.611
281163.887,7375.629986,0.005129,82.925,270.593,295.286,208.520,208.802
281242.336,7376.881292,0.004986,82.926,270.593,294.228,214.020,214.340
281320.861,7378.046451,0.004875,82.926,270.592,292.890,219.805,220.164
281399.298,7379.095506,0.004800,82.927,270.592,291.374,225.766,226.161
281477.582,7380.002391,0.004762,82.927,270.592,289.807,231.772,232.202
281555.723,7380.744920,0.004763,82.928,270.592,288.326,237.686,238.149
281633.740,7381.304087,0.004797,82.928,270.592,287.059,243.383,243.876
281711.639,7381.664737,0.004859,82.928,270.592,286.108,248.760,249.280
281789.428,7381.817310,0.004941,82.928,270.592,285.539,253.753,254.297
281861.849,7381.769294,0.005028,82.928,270.592,285.376,258.036,258.600
281935.169,7381.535135,0.005118,82.928,270.592,285.570,262.018,262.599
282012.762,7381.089095,0.005210,82.928,270.592,286.145,265.864,266.459
282090.293,7380.448978,0.005291,82.927,270.592,287.064,269.366,269.973
282167.772,7379.629167,0.005355,82.927,270.592,288.278,272.574,273.187
282245.221,7378.648813,0.005397,82.927,270.591,289.733,275.542,276.158
282322.651,7377.531309,0.005413,82.926,270.591,291.373,278.328,278.941
282400.066,7376.303294,0.005401,82.925,270.591,293.139,280.990,281.597
282477.477,7374.993778,0.005360,82.925,270.590,294.974,283.586,284.182
282554.904,7373.633636,0.005288,82.924,270.590,296.817,286.178,286.760
282632.355,7372.255436,0.005188,82.923,270.589,298.604,288.830,289.392
282709.850,7370.892279,0.005061,82.923,270.588,300.270,291.610,292.149
282787.420,7369.576837,0.004909,82.922,270.587,301.740,294.592,295.102
282865.091,7368.340493,0.004738,82.922,270.586,302.939,297.854,298.334
282942.777,7367.213994,0.004552,82.921,270.585,303.780,301.477,301.922
283020.347,7366.225696,0.004358,82.921,270.584,304.176,305.541,305.947
283097.814,7365.399507,0.004165,82.920,270.583,304.043,310.131,310.495
283175.206,7364.756903,0.003981,82.920,270.582,303.305,315.322,315.642
283252.550,7364.315435,0.003818,82.920,270.580,301.921,321.160,321.433
283329.850,7364.086712,0.003687,82.920,270.579,299.905,327.628,327.853
283407.093,7364.075483,0.003596,82.920,270.578,297.354,334.629,334.805
283484.278,7364.280380,0.003555,82.920,270.576,294.450,341.980,342.106
283561.418,7364.694999,0.003565,82.920,270.575,291.439,349.437,349.512
283638.522,7365.308231,0.003627,82.920,270.574,288.583,356.737,356.761
283715.594,7366.104673,0.003735,82.921,270.572,286.110,3.654,3.627
283792.656,7367.065557,0.003881,82.921,270.571,284.168,10.038,9.961
283869.730,7368.168559,0.004055,82.922,270.570,282.828,15.822,15.695
283946.808,7369.386656,0.004246,82.922,270.569,282.087,21.005,20.831
284023.878,7370.688913,0.004444,82.923,270.568,281.897,25.636,25.417
284100.966,7372.043237,0.004638,82.923,270.567,282.180,29.795,29.532
284178.110,7373.417596,0.004821,82.924,270.567,282.851,33.568,33.263
284255.316,7374.779448,0.004987,82.925,270.566,283.825,37.040,36.697
284332.588,7376.096371,0.005130,82.925,270.565,285.020,40.293,39.914
284409.975,7377.337609,0.005247,82.926,270.565,286.362,43.404,42.992
284487.361,7378.471684,0.005333,82.927,270.565,287.776,46.441,45.999
284564.671,7379.470878,0.005387,82.927,270.565,289.195,49.466,48.998
284641.924,7380.312448,0.005411,82.927,270.564,290.554,52.546,52.055
284719.135,7380.977582,0.005403,82.928,270.564,291.791,55.741,55.230
284796.327,7381.451329,0.005368,82.928,270.564,292.848,59.113,58.586
284873.513,7381.722254,0.005308,82.928,270.564,293.664,62.723,62.183
284950.696,7381.783420,0.005229,82.928,270.564,294.181,66.628,66.079
285027.891,7381.633617,0.005137,82.928,270.564,294.347,70.882,70.326
285105.117,7381.277427,0.005040,82.927,270.564,294.121,75.526,74.967
285182.387,7380.724779,0.004946,82.927,270.564,293.482,80.582,80.024
285259.725,7379.990297,0.004865,82.927,270.564,292.432,86.049,85.493
285337.158,7379.092004,0.004805,82.926,270.564,291.010,91.891,91.340
285414.668,7378.050255,0.004775,82.926,270.564,289.290,98.032,97.489
285492.211,7376.888100,0.004781,82.925,270.563,287.381,104.359,103.828
285569.816,7375.632469,0.004826,82.925,270.563,285.422,110.736,110.218
285647.580,7374.314899,0.004912,82.924,270.562,283.565,117.018,116.515
285725.526,7372.970324,0.005034,82.923,270.562,281.946,123.068,122.583
285803.571,7371.633073,0.005187,82.923,270.561,280.666,128.782,128.317
285881.692,7370.333362,0.005363,82.922,270.560,279.780,134.103,133.660
285960.000,7369.098860,0.005553,82.921,270.559,279.307,139.017,138.599
286038.549,7367.958747,0.005748,82.921,270.558,279.242,143.535,143.142
286117.107,7366.943843,0.005938,82.920,270.557,279.556,147.673,147.307
286195.663,7366.077098,0.006116,82.920,270.556,280.202,151.474,151.138
286274.181,7365.377966,0.006275,82.920,270.555,281.131,154.989,154.684
286352.676,7364.861883,0.006408,82.919,270.554,282.291,158.270,157.997
286431.172,7364.539784,0.006511,82.919,270.552,283.629,161.371,161.131
286509.658,7364.417736,0.006581,82.919,270.551,285.095,164.342,164.137
286588.124,7364.497539,0.006615,82.919,270.550,286.639,167.232,167.063
286658.973,7364.741623,0.006615,82.919,270.549,288.063,169.811,169.676
286737.436,7365.197182,0.006580,82.919,270.548,289.629,172.678,172.581
286815.878,7365.837297,0.006510,82.920,270.546,291.137,175.600,175.543
286894.303,7366.647709,0.006407,82.920,270.545,292.541,178.626,178.609
286972.721,7367.611011,0.006275,82.921,270.544,293.791,181.806,181.829
287051.137,7368.706303,0.006119,82.921,270.543,294.838,185.189,185.253
287129.547,7369.908471,0.005943,82.922,270.542,295.631,188.827,188.932
287207.945,7371.188394,0.005756,82.922,270.541,296.122,192.766,192.913
287286.324,7372.514260,0.005565,82.923,270.540,296.273,197.046,197.234
287364.692,7373.853827,0.005378,82.924,270.540,296.057,201.694,201.923
287443.078,7375.176161,0.005205,82.924,270.539,295.467,206.718,206.987
287521.517,7376.451683,0.005054,82.925,270.539,294.523,212.102,212.411
287600.017,7377.650979,0.004931,82.925,270.539,293.274,217.796,218.143
287678.515,7378.744107,0.004843,82.926,270.538,291.810,223.708,224.092
287756.847,7379.701798,0.004793,82.926,270.538,290.253,229.706,230.126
287835.025,7380.500611,0.004781,82.927,270.538,288.739,235.655,236.108
287913.073,7381.121159,0.004804,82.927,270.538,287.399,241.425,241.909
287991.009,7381.548513,0.004856,82.927,270.538,286.343,246.908,247.421
288068.848,7381.772650,0.004931,82.927,270.538,285.645,252.031,252.569
288146.602,7381.788401,0.005020,82.927,270.538,285.343,256.755,257.316
288224.277,7381.595199,0.005115,82.927,270.538,285.445,261.075,261.655
288301.881,7381.197086,0.005208,82.927,270.538,285.933,265.009,265.604
288379.427,7380.602762,0.005291,82.927,270.538,286.771,268.592,269.198
288456.925,7379.825475,0.005358,82.926,270.538,287.914,271.871,272.485
288534.379,7378.882902,0.005405,82.926,270.537,289.310,274.898,275.515
288611.801,7377.797031,0.005426,82.925,270.537,290.904,277.729,278.344
288689.215,7376.593706,0.005421,82.925,270.537,292.638,280.422,281.032
288766.634,7375.301856,0.005385,82.924,270.536,294.454,283.037,283.637
288844.059,7373.952298,0.005321,82.923,270.536,296.292,285.634,286.220
288921.504,7372.576642,0.005226,82.923,270.535,298.089,288.275,288.843
288998.992,7371.207065,0.005105,82.922,270.534,299.782,291.026,291.572
289076.531,7369.876394,0.004958,82.921,270.534,301.298,293.960,294.478
289154.143,7368.617156,0.004790,82.921,270.533,302.561,297.154,297.641
289231.854,7367.460948,0.004605,82.920,270.532,303.486,300.695,301.148
289309.460,7366.439712,0.004412,82.920,270.530,303.981,304.661,305.076
289386.975,7365.577354,0.004218,82.919,270.529,303.963,309.137,309.512
289464.394,7364.893968,0.004032,82.919,270.528,303.359,314.197,314.527
289541.728,7364.406632,0.003863,82.919,270.527,302.119,319.889,320.173
289619.014,7364.128947,0.003724,82.919,270.525,300.241,326.218,326.454
289696.271,7364.068884,0.003624,82.919,270.524,297.799,333.111,333.298
289773.482,7364.227031,0.003571,82.919,270.523,294.957,340.401,340.538
289850.634,7364.597389,0.003570,82.919,270.521,291.953,347.852,347.937
289927.741,7365.169408,0.003621,82.919,270.520,289.050,355.199,355.234
290004.821,7365.928809,0.003720,82.920,270.519,286.485,2.209,2.192
290081.884,7366.857496,0.003859,82.920,270.518,284.425,8.711,8.644
290158.947,7367.933687,0.004028,82.921,270.516,282.958,14.620,14.504
290236.020,7369.131590,0.004217,82.921,270.515,282.095,19.927,19.762
290313.094,7370.421301,0.004414,82.922,270.515,281.795,24.669,24.458
290390.175,7371.770633,0.004610,82.922,270.514,281.986,28.919,28.665
290467.299,7373.147177,0.004797,82.923,270.513,282.583,32.765,32.468
290544.492,7374.518348,0.004967,82.924,270.512,283.502,36.291,35.956
290621.751,7375.851059,0.005116,82.924,270.512,284.661,39.581,39.209
290699.101,7377.113267,0.005238,82.925,270.511,285.980,42.713,42.307
290776.512,7378.273632,0.005330,82.926,270.511,287.388,45.758,45.321
290853.832,7379.301849,0.005391,82.926,270.511,288.812,48.779,48.316
290931.089,7380.173879,0.005420,82.926,270.511,290.185,51.844,51.357
291008.297,7380.869903,0.005418,82.927,270.511,291.447,55.017,54.509
291085.476,7381.375404,0.005387,82.927,270.511,292.535,58.357,57.832
291162.653,7381.680827,0.005331,82.927,270.511,293.395,61.923,61.385
291239.842,7381.780891,0.005256,82.927,270.511,293.970,65.771,65.223
291311.023,7381.690336,0.005174,82.927,270.511,294.205,69.613,69.058
291376.442,7381.454757,0.005092,82.927,270.511,294.142,73.419,72.861
291453.715,7380.994786,0.004996,82.927,270.511,293.698,78.282,77.722
291531.033,7380.348132,0.004909,82.927,270.510,292.844,83.554,82.995
291608.411,7379.529343,0.004838,82.927,270.510,291.598,89.218,88.663
291685.866,7378.556700,0.004793,82.926,270.510,290.015,95.219,94.672
291763.395,7377.451906,0.004781,82.926,270.510,288.187,101.467,100.929
291840.989,7376.240133,0.004807,82.925,270.510,286.241,107.832,107.307
291918.678,7374.950286,0.004874,82.925,270.509,284.324,114.171,113.661
291996.514,7373.614852,0.004979,82.924,270.509,282.579,120.342,119.849
292074.501,7372.268351,0.005118,82.923,270.508,281.128,126.225,125.751
292152.603,7370.944187,0.005284,82.923,270.507,280.049,131.739,131.286
292230.829,7369.672633,0.005469,82.922,270.506,279.379,136.848,136.418
292309.250,7368.481979,0.005662,82.922,270.506,279.123,141.552,141.147
292387.804,7367.401718,0.005856,82.921,270.505,279.261,145.865,145.487
292466.352,7366.459421,0.006041,82.921,270.504,279.755,149.820,149.470
292544.887,7365.676652,0.006210,82.920,270.502,280.557,153.463,153.144
292623.399,7365.070881,0.006355,82.920,270.501,281.615,156.848,156.560
292701.899,7364.655124,0.006473,82.920,270.500,282.875,160.027,159.773
292780.394,7364.437730,0.006559,82.920,270.499,284.287,163.054,162.834
292858.871,7364.422432,0.006610,82.920,270.497,285.799,165.976,165.792
292937.326,7364.609142,0.006624,82.920,270.496,287.365,168.844,168.696
293015.776,7364.994632,0.006603,82.920,270.495,288.938,171.703,171.593
293094.239,7365.571754,0.006545,82.920,270.494,290.471,174.602,174.531
293172.699,7366.327625,0.006452,82.921,270.492,291.914,177.591,177.559
293251.136,7367.243282,0.006330,82.921,270.491,293.218,180.718,180.727
293329.538,7368.295252,0.006181,82.922,270.490,294.333,184.031,184.081
293407.917,7369.458013,0.006012,82.922,270.489,295.213,187.580,187.671
293486.294,7370.705147,0.005829,82.923,270.488,295.813,191.409,191.542
293564.675,7372.008893,0.005639,82.923,270.488,296.091,195.562,195.736
293643.056,7373.339821,0.005451,82.924,270.487,296.015,200.070,200.285
293721.448,7374.667520,0.005273,82.925,270.486,295.568,204.951,205.207
293799.874,7375.961231,0.005112,82.925,270.486,294.756,210.201,210.497
293878.348,7377.190117,0.004978,82.926,270.486,293.618,215.782,216.117
293956.880,7378.324145,0.004877,82.927,270.485,292.228,221.621,221.993
294035.259,7379.332664,0.004812,82.927,270.485,290.699,227.592,228.000
294113.489,7380.191900,0.004786,82.927,270.485,289.162,233.566,234.008
294191.593,7380.881764,0.004796,82.928,270.485,287.748,239.412,239.886
294269.584,7381.385390,0.004838,82.928,270.485,286.576,245.013,245.517
294347.466,7381.689671,0.004905,82.928,270.485,285.737,250.279,250.809
294410.573,7381.784103,0.004973,82.928,270.485,285.338,254.266,254.815
294475.654,7381.735980,0.005050,82.928,270.485,285.207,258.101,258.668
294547.519,7381.511327,0.005138,82.928,270.485,285.391,262.009,262.593
294625.099,7381.071308,0.005229,82.928,270.485,285.956,265.865,266.462
294702.628,7380.436568,0.005309,82.928,270.485,286.864,269.378,269.986
294780.116,7379.622112,0.005372,82.927,270.484,288.066,272.598,273.213
294857.567,7378.647087,0.005414,82.927,270.484,289.508,275.579,276.196
294934.990,7377.534376,0.005430,82.926,270.484,291.136,278.377,278.992
295012.403,7376.310155,0.005418,82.926,270.484,292.891,281.049,281.658
295089.832,7375.003131,0.005376,82.925,270.483,294.716,283.657,284.255
295167.257,7373.644609,0.005305,82.925,270.483,296.550,286.258,286.841
295244.709,7372.266159,0.005205,82.924,270.482,298.331,288.917,289.480
295322.208,7370.900076,0.005077,82.923,270.481,299.994,291.700,292.239
295399.762,7369.578904,0.004925,82.923,270.480,301.465,294.679,295.191
295477.385,7368.334930,0.004753,82.922,270.479,302.667,297.936,298.416
295555.063,7367.200452,0.004566,82.921,270.478,303.511,301.556,302.001
295632.643,7366.207454,0.004371,82.921,270.477,303.904,305.623,306.029
295710.147,7365.380598,0.004177,82.921,270.476,303.763,310.223,310.588
295787.570,7364.739180,0.003994,82.920,270.475,303.017,315.425,315.745
295864.902,7364.297637,0.003831,82.920,270.473,301.631,321.264,321.538
295942.166,7364.066581,0.003699,82.920,270.472,299.618,327.726,327.952
296019.396,7364.052399,0.003608,82.920,270.471,297.070,334.723,334.899
296096.597,7364.255309,0.003566,82.920,270.469,294.169,342.074,342.199
296173.746,7364.668537,0.003577,82.920,270.468,291.160,349.529,349.604
296250.841,7365.280158,0.003639,82.920,270.467,288.307,356.826,356.849
296327.908,7366.075283,0.003747,82.921,270.466,285.835,3.741,3.713
296404.974,7367.036127,0.003893,82.921,270.464,283.893,10.126,10.047
296482.044,7368.140627,0.004068,82.922,270.463,282.553,15.909,15.782
296559.117,7369.362001,0.004259,82.922,270.462,281.814,21.091,20.916
296636.194,7370.669678,0.004458,82.923,270.462,281.626,25.721,25.500
296713.286,7372.031112,0.004653,82.924,270.461,281.914,29.875,29.610
296790.417,7373.413363,0.004837,82.924,270.460,282.591,33.641,33.335
296867.614,7374.783635,0.005004,82.925,270.460,283.572,37.106,36.761
296944.898,7376.109290,0.005148,82.926,270.459,284.775,40.351,39.971
297022.286,7377.358289,0.005264,82.926,270.459,286.125,43.455,43.041
297099.681,7378.498685,0.005351,82.927,270.458,287.546,46.484,46.041
297176.987,7379.502293,0.005405,82.927,270.458,288.970,49.504,49.034
297254.231,7380.347006,0.005428,82.928,270.458,290.333,52.579,52.086
297331.442,7381.014857,0.005420,82.928,270.458,291.575,55.770,55.258
297408.638,7381.491722,0.005384,82.928,270.458,292.637,59.137,58.609
297485.828,7381.767380,0.005324,82.928,270.458,293.461,62.739,62.198
297547.085,7381.838879,0.005262,82.928,270.458,293.909,65.802,65.253
297609.832,7381.775976,0.005189,82.928,270.458,294.148,69.156,68.601
297676.685,7381.558816,0.005105,82.928,270.458,294.132,72.998,72.440
297753.950,7381.120142,0.005007,82.928,270.458,293.737,77.812,77.252
297831.256,7380.489676,0.004916,82.928,270.458,292.924,83.042,82.483
297908.606,7379.682163,0.004842,82.928,270.458,291.709,88.674,88.120
297986.027,7378.717502,0.004792,82.927,270.457,290.143,94.656,94.109
298063.558,7377.619591,0.004776,82.927,270.457,288.322,100.897,100.359
298141.193,7376.414758,0.004797,82.926,270.457,286.373,107.269,106.744
298218.898,7375.130706,0.004859,82.926,270.456,284.438,113.627,113.116
298296.683,7373.796745,0.004959,82.925,270.456,282.659,119.829,119.336
298374.615,7372.444660,0.005095,82.925,270.455,281.158,125.759,125.284
298452.727,7371.108577,0.005258,82.924,270.455,280.023,131.330,130.876
298530.984,7369.822112,0.005441,82.923,270.454,279.299,136.495,136.065
298609.366,7368.615339,0.005634,82.923,270.453,278.992,141.246,140.841
298687.942,7367.514881,0.005829,82.922,270.452,279.085,145.607,145.228
298766.467,7366.550057,0.006016,82.922,270.451,279.540,149.599,149.249
298844.986,7365.743019,0.006187,82.921,270.450,280.311,153.274,152.953
298923.509,7365.112207,0.006335,82.921,270.449,281.345,156.683,156.394
299002.020,7364.671546,0.006456,82.921,270.447,282.588,159.880,159.625
